	CNAC: BLCA	CNAC: BRCA	CNAC: CESC	CNAC: COAD	CNAC: ESCA	CNAC: HNSC	CNAC: KIRC	CNAC: KIRP	CNAC: LIHC	CNAC: LUAD	CNAC: LUSC	CNAC: PRAD	CNAC: READ	CNAC: STAD	CNAC: THCA	CNAC: UCEC	CNAS: BLCA	CNAS: BRCA	CNAS: CESC	CNAS: COAD	CNAS: ESCA	CNAS: HNSC	CNAS: KIRC	CNAS: KIRP	CNAS: LIHC	CNAS: LUAD	CNAS: LUSC	CNAS: PRAD	CNAS: READ	CNAS: STAD	CNAS: THCA	CNAS: UCEC
MIPEP	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
MIPEPP3	0.0	0.0	95.0	0.0	77.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0	0.0	0.0	95.0	0.0	77.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0
MIR2276	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
MIR4499	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0
MRPL57	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0
SACS	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	96.0	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	96.0
SACS-AS1	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
SAP18	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0
SGCG	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	96.0	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	96.0
SKA3	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0
SPATA13	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
TNFRSF19	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	81.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
XPO4	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0	0.0	0.0	95.0	0.0	0.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0
ZDHHC20	0.0	0.0	95.0	0.0	77.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0	0.0	0.0	95.0	0.0	77.0	242.0	81.0	23.0	0.0	0.0	323.0	23.0	0.0	63.0	14.0	96.0
ANKRD27	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
CEBPA	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	100.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	100.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
CEBPA-AS1	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	100.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	100.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
CEBPG	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
CEP89	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
CHST8	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
DPY19L3	0.0	0.0	91.0	0.0	57.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
FAAP24	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
GPATCH1	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
HAVCR1P1	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LINC00662	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LINC00906	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LINC01532	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LINC01533	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LOC100420587	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LOC101927151	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LOC101927411	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LOC102724908	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LOC102724958	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LOC400684	0.0	0.0	91.0	0.0	57.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
LRP3	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
NUDT19	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
PDCD5	0.0	0.0	91.0	0.0	57.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
PEPD	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
RGS9BP	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
RHPN2	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
SLC7A10	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
SLC7A9	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
TDRD12	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
THEG5	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
TSHZ3	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
UQCRFS1	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
WDR88	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
ZNF254	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
ZNF507	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
ZNF536	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
ZNF726	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	91.0	93.0	57.0	107.0	23.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
AADACL3	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
AADACL4	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
AGTRAP	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
ANGPTL7	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
APITD1-CORT	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
ASAP3	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
C1QA	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
C1QB	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
C1QC	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
C1orf127	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	69.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	69.0	0.0	73.0
C1orf158	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
C1orf167	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
C1orf234	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
CA6	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CASZ1	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	69.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	69.0	0.0	73.0
CDC42	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CELA3A	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CELA3B	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CENPS	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CLCN6	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CLIC4	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
CLSTN1	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CNR2	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
CORT	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
CTNNBIP1	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
DFFA	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
DHRS3	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
DISP3	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
DRAXIN	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
E2F2	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
ENO1	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
ENO1-AS1	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
EPHA8	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
EPHB2	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
ERRFI1	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	168.0	139.0	219.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	168.0	139.0	219.0	0.0	0.0	0.0	0.0	73.0
EXOSC10	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
FBXO2	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
FBXO44	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
FBXO6	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
FUCA1	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
GALE	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
GPR157	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
GRHL3	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
H6PD	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
HMGCL	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
HNRNPCL1	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
HNRNPCL2	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
HNRNPCL3	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
HNRNPCL4	0.0	0.0	84.0	0.0	76.0	104.0	221.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0	0.0	0.0	55.0	0.0	76.0	104.0	120.0	60.0	0.0	139.0	219.0	0.0	69.0	0.0	0.0	73.0
HNRNPR	0.0	0.0	84.0	0.0	76.0	0.0	221.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	76.0	0.0	120.0	60.0	151.0	139.0	219.0	0.0	69.0	0.0	0.0	0.0
